,Name,Address,Phone Numbers,Year Born,Home Status,Speeding Tickets,Children,Annual Income,Email
809,Leah Flores,"21462 First St., Apt 664, Arlington, Virginia",7450137456,1939,Rent,0,0,$219761,leaflores852@outlook.com
810,Caden Harris,"32213 Fourth St., Apt 1933, Enterprise, Nevada",2579049704,1972,Rent,0,2,$167330,cade-harri305@protonmail.com
811,Lincoln Lee,"28311 Seventh Dr., Apt 1421, Paradise, Nevada",7379839940,1947,Own,0,0,$101076,lincolnle931@protonmail.com
812,Chloe Murphy,"22826 Sixth Dr., Arlington, Virginia",4503610107,1937,Own,0,0,$70767,chloe-murphy363@aol.com
813,Caden Brown,"2055 Second Ave, Apt 6139, Metairie, Louisiana",7058321345,1936,Own,1,0,$133291,cade-brown712@outlook.com
814,Emma Martinez,"4505 Ninth Ave, Apt 2220, Enterprise, Nevada",7371053913,1965,Rent,0,0,$47780,emmamartinez687@aol.com
815,Isaac Ramirez,"4753 Eighth Place, Apt 4963, Metairie, Louisiana",5438374910,1969,Rent,0,0,$225452,isaa-ramire932@protonmail.com
816,Levi Barnes,"581 Seventh Ln., Sunrise Manor, Nevada",8498784047,1993,Own,0,1,$56824,levbarnes853@protonmail.com
817,Grayson Wood,"13292 Third Blvd., Apt 3074, Brandon, Florida",9650092237,2006,N/A,0,0,0,graysonwood186@gmail.com
818,Jace Ramirez,"4301 Third St., Spring Valley, Nevada",8196472062,1965,Own,0,0,$56710,jace.ramirez858@yahoo.com
819,Charlotte Mitchell,"32833 Eighth St., Apt 9671, Paradise, Nevada",4706831299,1930,Own,0,0,$215474,charlott.mitchell675@outlook.com
820,Muhammad Evans,"9119 Fourth Place, Enterprise, Nevada",2720272324,1967,Own,0,0,$49702,muhamma_evan563@yahoo.com
821,Ella Diaz,"12654 Second Ave, Brandon, Florida",8545015516,1977,Own,0,0,$223833,ella-diaz634@hotmail.com
822,Lucas Walker,"28163 Sixth Ln., Metairie, Louisiana",6738330524,1947,Rent,0,0,$118188,luca.walke21@hotmail.com
823,Avery Hughes,"12599 Fifth Place, Sunrise Manor, Nevada",4840705945,1943,Own,0,0,$184983,avery-hughes764@outlook.com
824,Evelyn White,"28097 Eighth Place, Metairie, Louisiana",5086275051,2019,N/A,0,0,0,evely-whit741@protonmail.com
825,Michael Wilson,"3701 Third Place, Paradise, Nevada",3490222324,2016,N/A,0,0,0,michael_wilson147@yahoo.com
826,Lincoln Phillips,"3554 Oak Dr., Sunrise Manor, Nevada",2672861031,2008,N/A,0,0,0,lincolnphillip840@protonmail.com
827,Colton Long,"19606 First St., Metairie, Louisiana",2448424409,1963,Rent,1,0,$83078,coltolong553@aol.com
828,Lily Gonzalez,"14140 Ninth Ln., Apt 911, Arlington, Virginia",4387361933,2020,N/A,0,0,0,lil.gonzale84@aol.com
829,Mason Cruz,"23275 Ninth Ave, Spring Valley, Nevada",9344256716,1938,Own,0,0,$139020,masoncru75@gmail.com
830,Isla Wood,"15580 Fifth Dr., Sunrise Manor, Nevada",4732587161,2001,Own,0,0,$170795,isl-woo920@gmail.com
831,Charlie Lee,"3212 Seventh Ave, Apt 4827, Enterprise, Nevada",4444856234,2003,Rent,0,0,$240752,charli-lee311@aol.com
832,Kinsley Bennett,"19980 Fourth Blvd., Apt 7444, Paradise, Nevada",7566233172,1976,Rent,1,2,$54843,kinsle_bennet875@hotmail.com
833,Elena Roberts,"29795 Fourth Blvd., Apt 8209, East Los Angeles, California",6071376469,1958,Own,0,0,$33274,elen-robert724@outlook.com
834,Ezra Watson,"29283 Fifth Blvd., Apt 9207, Metairie, Louisiana",8243908527,1989,Rent,0,0,$168931,ezra_watso671@gmail.com
835,Wyatt Sanchez,"21955 Fourth Ave, Apt 8418, Spring Valley, Nevada",7780422307,1941,Own,1,0,$224018,wyatt-sanche440@gmail.com
836,Hannah Jenkins,"5800 Eighth Dr., Apt 248, Metairie, Louisiana",4346201208,1939,Rent,0,0,$242707,hannahjenkin427@aol.com
837,Matthew Martinez,"1761 Cedar Ln., Paradise, Nevada",5002244150,1921,Own,0,0,$124261,matthe-martine993@gmail.com
838,Eliana Lopez,"29470 Ninth Ave, Brandon, Florida",7769905597,1999,Rent,0,0,$53870,elianlopez606@yahoo.com
839,Daniel Green,"6596 Fourth Place, Sunrise Manor, Nevada",4248942404,1932,Rent,0,0,$242819,danie_gree147@protonmail.com
840,Sarah Thompson,"12342 Sixth Dr., Apt 3891, Spring Valley, Nevada",2050369217,1929,Rent,0,0,$206571,sarahthompso582@outlook.com
841,Jacob Carter,"15046 First Blvd., Apt 3613, Metairie, Louisiana",9938221498,1971,Rent,0,0,$235026,jacob.carter994@hotmail.com
842,Owen Harris,"19873 Oak Dr., Brandon, Florida",2894141814,1952,Rent,0,0,$71257,owe_harri426@outlook.com
843,Logan Evans,"15896 Oak Dr., Arlington, Virginia",8981057467,1968,Own,0,0,$154460,logan.evan221@outlook.com
844,Mila Perez,"19440 Park Place, Apt 1292, Brandon, Florida",2560161868,1938,Rent,0,0,$66421,mila-pere650@gmail.com
845,Wyatt Martin,"1345 Seventh Place, Apt 474, Spring Valley, Nevada",2920796004,2011,N/A,0,0,0,wyat_martin613@protonmail.com
846,Jack Hughes,"829 Fourth Ln., Apt 9902, Brandon, Florida",8912630877,1960,Rent,0,4,$35989,jachughes141@hotmail.com
847,Madison Sanders,"10408 Third Place, Brandon, Florida",9341428414,1926,Rent,0,0,$163728,madiso_sanders234@aol.com
848,Aubrey Baker,"25793 Third Ave, East Los Angeles, California",4606969609,2016,N/A,0,0,0,aubrey.baker981@outlook.com
849,Sebastian Hughes,"32272 Oak Blvd., Apt 389, Paradise, Nevada",2079399938,1925,Rent,0,0,$82952,sebastia.hughe403@hotmail.com
850,Aria Rogers,"32047 Park Blvd., Enterprise, Nevada",8005238746,1936,Rent,1,0,$227397,aria.rogers783@gmail.com
851,Camilla Howard,"30869 Park Blvd., Apt 7075, Enterprise, Nevada",4535223950,1997,Rent,0,0,$159318,camilla_howard207@outlook.com
852,Paisley Stewart,"18706 Oak Ln., Enterprise, Nevada",9378563967,2003,Rent,0,0,$205697,paisley_stewar964@outlook.com
853,Noah Young,"26302 Seventh Dr., East Los Angeles, California",5983053438,2020,N/A,0,0,0,noa-youn193@hotmail.com
854,William Cooper,"25952 Oak Blvd., Apt 7309, Arlington, Virginia",4714836955,1981,Own,0,3,$205312,william_coope286@yahoo.com
855,Emma Carter,"31959 Ninth St., Apt 7233, East Los Angeles, California",7000259730,1969,Own,1,2,$66711,emm-carter534@gmail.com
856,Wyatt Perry,"3700 Cedar Blvd., East Los Angeles, California",4557298901,2017,N/A,0,0,0,wyatt.perr223@aol.com
857,Ava Jones,"14799 Sixth Dr., Metairie, Louisiana",7855229924,1926,Own,0,3,$65465,av-jone92@aol.com
858,Ellie Jackson,"18827 Oak Ave, Apt 4543, Sunrise Manor, Nevada",6031522633,2002,Rent,1,0,$47290,elli-jackson53@outlook.com
859,Lincoln Martin,"32332 First Place, Arlington, Virginia",9947391265,1973,Rent,2,0,$96794,lincolnmarti218@gmail.com
860,Jayden Bell,"18139 Eighth St., Sunrise Manor, Nevada",5644101814,1952,Own,0,0,$96436,jayden.bell336@gmail.com
861,Scarlett Ward,"26089 Sixth Place, Apt 1826, Brandon, Florida",3593676998,1921,Rent,0,0,$161641,scarlet.ward186@gmail.com
862,Logan Thomas,"26229 Tenth Blvd., Apt 7296, Arlington, Virginia",5886158134,1998,Rent,0,0,$121740,logan_thoma621@outlook.com
863,Ethan Jackson,"17427 Ninth Ln., Enterprise, Nevada",8544659389,1939,Rent,0,3,$95625,etha-jackso344@hotmail.com
864,Matthew Carter,"908 Cedar Dr., Brandon, Florida",9219261165,2015,N/A,0,0,0,matthe-carter583@outlook.com
865,Charlie Murphy,"32288 Seventh Place, Apt 4963, Paradise, Nevada",5083950424,2008,N/A,0,0,0,charlie-murph275@outlook.com
866,Gianna Gonzalez,"793 Seventh Dr., Metairie, Louisiana",6116884307,2006,N/A,0,0,0,giann_gonzalez835@hotmail.com
867,Elijah Ross,"17201 Third Place, Paradise, Nevada",6462042483,1952,Rent,0,4,$88885,elija.ross35@hotmail.com
868,Madelyn Baker,"3880 Park Ln., Paradise, Nevada",9808980132,1970,Rent,0,0,$239625,madelyn_bake447@gmail.com
869,Hannah Harris,"420 Oak Ave, Apt 8818, Arlington, Virginia",7576609454,2013,N/A,0,0,0,hannaharri861@protonmail.com
870,Caleb White,"26966 Eighth Place, Paradise, Nevada",9303539978,1957,Own,1,0,$44204,caleb.whit299@yahoo.com
871,Sophia Williams,"22161 Ninth Ln., Apt 2773, Arlington, Virginia",3504757220,1984,Rent,0,0,$246198,sophia_william625@protonmail.com
872,Emily Taylor,"1892 Third Ave, Apt 4473, Enterprise, Nevada",6713352216,1953,Rent,0,2,$227722,emiltaylo343@hotmail.com
873,Ellie Martinez,"22410 Oak Dr., Arlington, Virginia",6009916061,2010,N/A,0,0,0,elli-martine109@hotmail.com
874,Grayson Johnson,"32741 Park Ln., Apt 660, Arlington, Virginia",2040302092,1930,Rent,0,0,$243182,grayson-johnson385@protonmail.com
875,Lily Martinez,"10578 Third St., Apt 982, Paradise, Nevada",3973686463,2001,Rent,0,0,$179025,lil_martine562@yahoo.com
876,Nova Clark,"7065 Fourth St., Apt 2432, Spring Valley, Nevada",2933522326,1994,Rent,0,3,$169497,nova-clar615@aol.com
877,Asher Torres,"7559 First Ln., Spring Valley, Nevada",4436991952,1926,Own,0,0,$169590,ashetorre462@gmail.com
878,Luca Watson,"20376 Seventh St., Sunrise Manor, Nevada",4885620085,1992,Rent,0,0,$190624,luc.watso347@protonmail.com
879,Ezra Nguyen,"10521 Seventh Ave, Apt 4643, Arlington, Virginia",2316748378,1956,Rent,0,0,$212559,ezr.nguyen221@gmail.com
880,Jack Foster,"6757 Park Ave, Sunrise Manor, Nevada",4960038026,1954,Own,0,0,$223300,jack_foste502@hotmail.com
881,Ezra Garcia,"19845 Fifth Ln., East Los Angeles, California",2672495108,1995,Rent,0,0,$56708,ezr.garci810@outlook.com
882,Luke Parker,"12735 First St., Apt 1637, Sunrise Manor, Nevada",5124450651,2019,N/A,0,0,0,luke-parker492@hotmail.com
883,Owen Morales,"15421 Tenth Dr., Apt 4269, Enterprise, Nevada",8762616961,1958,Rent,0,0,$42287,owen.morales453@aol.com
884,Jackson Phillips,"12354 First Place, Apt 82, Sunrise Manor, Nevada",5879522524,2015,N/A,0,0,0,jackso-phillips569@hotmail.com
885,Aria Torres,"17106 First Place, Brandon, Florida",6775890941,2010,N/A,0,0,0,ariatorres801@protonmail.com
886,Aubrey Anderson,"29511 Tenth St., Apt 675, Brandon, Florida",2005445987,1970,Rent,0,0,$210158,aubre.anderso360@outlook.com
887,Kinsley Thomas,"4300 Park Ave, Paradise, Nevada",4608825891,2018,N/A,0,0,0,kinsleythoma714@gmail.com
888,Charlie Phillips,"27249 Ninth Ln., Apt 6773, Brandon, Florida",8731956491,1984,Rent,0,0,$15639,charli-phillip548@aol.com
889,Isla Cox,"17644 Tenth Ln., Apt 1388, Arlington, Virginia",2393266650,2015,N/A,0,0,0,isl-cox885@aol.com
890,Isaiah Murphy,"5368 First Ave, Apt 9572, Paradise, Nevada",8489853368,2016,N/A,0,0,0,isaiah.murphy771@outlook.com
891,Kinsley Sanders,"4339 Third St., Apt 3585, Paradise, Nevada",3461168492,1986,Rent,0,0,$130494,kinsley-sanders711@aol.com
892,Paisley Gomez,"703 Park St., Brandon, Florida",4611516658,1948,Own,1,0,$101374,paisle_gome255@outlook.com
893,Asher Ross,"23511 Seventh Dr., Enterprise, Nevada",9572599499,2004,N/A,0,0,$126883,ashe-ross600@hotmail.com
894,Mila Rogers,"27619 Eighth Ave, Enterprise, Nevada",4340871007,1979,Rent,0,0,$88505,mil.rogers373@aol.com
895,Charlotte Martin,"23498 Fifth Ln., Enterprise, Nevada",7713503722,1962,Rent,0,0,$182091,charlott.martin981@hotmail.com
896,Scarlett Torres,"6720 Ninth Place, Arlington, Virginia",6893192100,1951,Own,0,2,$42062,scarlett.torres41@protonmail.com
897,Josiah Cooper,"32090 Fourth Ave, Metairie, Louisiana",2539352862,1939,Rent,0,0,$247904,josiahcooper278@protonmail.com
898,Mia Morris,"23476 Ninth Place, Brandon, Florida",3970392725,1972,Rent,0,2,$249798,mimorris57@gmail.com
899,Luca Cook,"32852 First Blvd., Apt 9349, Metairie, Louisiana",5660807225,1942,Rent,0,1,$230759,luca_cook191@hotmail.com
900,Kinsley Jenkins,"972 Fourth Place, Spring Valley, Nevada",7806745574,1983,Rent,0,0,$207173,kinsle.jenkins678@gmail.com
901,Charlie Bell,"32090 Oak Dr., Apt 8360, Paradise, Nevada",5077811274,1925,Rent,0,0,$244178,charlibel452@gmail.com
902,Penelope Young,"18347 Tenth Place, Brandon, Florida",2618251227,1936,Own,0,3,$26396,penelop-young415@protonmail.com
903,Noah Hughes,"3724 Park Ln., Brandon, Florida",9061402882,1941,Rent,2,0,$93087,noah.hughe610@hotmail.com
904,Emma Walker,"4707 Seventh Ave, Enterprise, Nevada",8947729321,1962,Own,1,0,$65162,emma_walke561@gmail.com
905,Ava Reed,"32809 Sixth St., Sunrise Manor, Nevada",5765925300,1995,Own,0,0,$129206,avreed521@outlook.com
906,Nora Collins,"32075 First Dr., Apt 8247, Spring Valley, Nevada",9128736235,1953,Own,0,0,$19197,nor_collin393@outlook.com
907,Ariana Roberts,"23988 Tenth Ave, Spring Valley, Nevada",5375555316,1967,Own,0,4,$127224,ariana.roberts331@hotmail.com
908,Aaliyah Gomez,"26235 Fifth Dr., Apt 860, Enterprise, Nevada",3523190316,1959,Rent,1,0,$95109,aaliya.gomez561@hotmail.com
909,Samuel Fisher,"28543 Sixth Place, Apt 9584, Sunrise Manor, Nevada",3058260863,1954,Own,0,0,$194820,samuel.fisher398@protonmail.com
910,Maya Mitchell,"9728 Second Ln., Apt 8394, Paradise, Nevada",9583249768,1928,Own,0,0,$249634,may.mitchel790@aol.com
911,Riley Brown,"5059 Ninth Ln., Apt 1138, Enterprise, Nevada",9037371423,1933,Own,1,2,$101458,rile.brow630@hotmail.com
912,Amelia Rivera,"28359 Tenth Ln., Apt 5954, Paradise, Nevada",9296321327,1978,Rent,0,0,$187912,ameli-rivera445@gmail.com
913,Liam Diaz,"25559 Third Ave, Apt 9645, Arlington, Virginia",9932393730,1927,Rent,0,1,$54413,lia_diaz939@hotmail.com
914,Nora Richardson,"7476 Cedar Place, Apt 5183, Arlington, Virginia",6374806852,1997,Own,0,0,$123039,norarichardso672@hotmail.com
915,Sebastian Hernandez,"15179 Tenth Place, Apt 7649, Sunrise Manor, Nevada",5892181028,1934,Rent,0,1,$111739,sebastian_hernande856@outlook.com
916,Jack Hughes,"7098 Fourth Place, Sunrise Manor, Nevada",6551908016,1957,Rent,0,3,$89839,jac_hughe380@protonmail.com
917,Lincoln Bell,"22727 Sixth Blvd., Apt 4456, Spring Valley, Nevada",6616775788,2008,N/A,0,0,0,lincol_bel131@hotmail.com
918,Scarlett Johnson,"21405 Fourth Dr., Apt 874, Arlington, Virginia",5356424430,2011,N/A,0,0,0,scarlett-johnso709@aol.com
919,Evelyn Reed,"18539 First Ln., Brandon, Florida",4725198625,1995,Rent,0,0,$132458,evely.ree786@gmail.com
920,Evelyn Evans,"2623 Fifth Blvd., Spring Valley, Nevada",5638313295,1977,Rent,0,0,$192916,evely-evan381@aol.com
921,Luke Price,"27265 Fifth Ave, Paradise, Nevada",4648168039,2003,Rent,0,0,$165728,luke-price417@hotmail.com
922,Levi Parker,"8200 Ninth St., Metairie, Louisiana",5179991824,1960,Rent,0,0,$35471,lev-parker889@gmail.com
923,James Cruz,"10540 Sixth Dr., Apt 6111, Enterprise, Nevada",5276148601,1933,Rent,1,0,$237391,jame.cruz320@gmail.com
924,Jayden Evans,"31833 Second Ln., Spring Valley, Nevada",8017748759,2002,Own,0,0,$133777,jayde_evans232@yahoo.com
925,Charlie Williams,"6188 Fourth Place, East Los Angeles, California",7424746060,1985,Own,0,0,$155268,charli-william268@yahoo.com
926,Aaliyah Bell,"22923 Oak Place, Enterprise, Nevada",9350265581,1984,Rent,0,1,$242570,aaliya-bel351@hotmail.com
927,Luna White,"22983 Tenth Dr., East Los Angeles, California",8945510477,1953,Rent,0,2,$217861,lun-white850@yahoo.com
928,Leo Foster,"1629 Second Ave, Arlington, Virginia",9987027781,1992,Own,0,0,$135617,leo-foster964@gmail.com
929,Colton Lee,"7689 Sixth Dr., Apt 9097, Arlington, Virginia",7272773436,2010,N/A,0,0,0,colton_le973@protonmail.com
930,Luca Brooks,"29835 Park Blvd., Apt 4924, Paradise, Nevada",5860524447,1951,Rent,0,0,$193630,luca_brook470@yahoo.com
931,Leah Hughes,"22176 Tenth Dr., Apt 1806, East Los Angeles, California",6300418964,1980,Rent,0,0,$126800,lea.hughe892@hotmail.com
932,Grayson Bailey,"15994 Fourth Ave, Paradise, Nevada",3604155399,1961,Own,1,0,$26190,graysobailey149@outlook.com
933,Aiden Wood,"21967 Third Place, Apt 329, Sunrise Manor, Nevada",3633619768,1955,Rent,1,0,$21156,aide-wood610@yahoo.com
934,Scarlett Bailey,"16624 Fifth Ln., Apt 4150, Sunrise Manor, Nevada",3177858971,2002,Own,0,1,$162710,scarletbailey791@yahoo.com
935,William Carter,"25070 Park Ave, Apt 4824, East Los Angeles, California",5989730568,1971,Rent,0,0,$211283,willia_carter978@protonmail.com
936,Ella Watson,"18825 Sixth St., Apt 7527, Brandon, Florida",4908839202,2009,N/A,0,0,0,ell_watson826@gmail.com
937,Luke Reed,"3722 First St., Apt 2317, Enterprise, Nevada",7648234039,1994,Rent,0,0,$78335,luk.reed366@protonmail.com
938,Carter Nguyen,"29424 Ninth St., Enterprise, Nevada",3288303886,1940,Own,0,0,$91295,carte-nguye412@gmail.com
939,Mila Mitchell,"29506 Tenth Ln., Spring Valley, Nevada",5383722772,1990,Rent,1,0,$29040,mil-mitchell636@protonmail.com
940,Lily Watson,"8376 Sixth Dr., Spring Valley, Nevada",6301338431,1968,Rent,0,4,$104389,lil-watso296@outlook.com
941,Benjamin Parker,"1072 First Blvd., Apt 6439, Arlington, Virginia",4609356755,1988,Own,0,1,$156242,benjaminparker629@yahoo.com
942,Logan Smith,"10467 Eighth Dr., Apt 9912, East Los Angeles, California",4691367462,1980,Rent,0,1,$92537,loga_smith543@hotmail.com
943,Luna Davis,"7169 Ninth Blvd., Apt 2847, Metairie, Louisiana",4587728110,1993,Rent,1,0,$48655,lun_davi374@aol.com
944,Logan Wilson,"32385 Ninth Place, Paradise, Nevada",4931255859,2001,Own,0,0,$32061,logawilson328@outlook.com
945,Jacob Thompson,"21051 Fourth Place, Paradise, Nevada",2907390542,2008,N/A,0,0,0,jaco-thompson839@outlook.com
946,Olivia White,"24963 Cedar Place, Apt 860, Brandon, Florida",5090458386,1926,Rent,0,0,$117485,olivi-whit721@aol.com
947,Jace Williams,"3826 Third Blvd., Apt 8663, Paradise, Nevada",7241879840,1985,Rent,0,0,$32830,jace.william198@hotmail.com
948,Asher Scott,"2581 Fourth Ln., Sunrise Manor, Nevada",4635019360,2009,N/A,0,0,0,ashe.scott451@gmail.com
949,William Ramirez,"887 Second Blvd., Apt 2503, Paradise, Nevada",2507901225,1940,Rent,0,0,$120648,williaramirez690@gmail.com
950,Alexander Richardson,"12952 Second Blvd., Metairie, Louisiana",9232457729,1949,Rent,0,0,$247270,alexande_richardso13@outlook.com
951,Owen Cooper,"4891 Tenth Ln., Apt 3245, Paradise, Nevada",7498328765,1971,Rent,0,0,$231443,owen.coope557@hotmail.com
952,Ethan Reed,"29718 Third Blvd., Apt 1015, Paradise, Nevada",6557033768,1976,Rent,0,0,$37903,ethan.reed538@protonmail.com
953,Madelyn Morgan,"31157 Second Dr., Apt 3480, East Los Angeles, California",5505942796,1933,Rent,0,0,$53759,madelymorgan957@yahoo.com
954,Scarlett Bell,"32874 First St., Apt 8293, Metairie, Louisiana",4159299555,1987,Rent,0,2,$186867,scarlett_bel960@outlook.com
955,Aria White,"5338 Eighth Place, Apt 3258, Arlington, Virginia",4059033896,1999,Rent,0,0,$135643,ariawhite859@protonmail.com
956,Caleb Myers,"24029 Eighth Ave, Apt 5540, Arlington, Virginia",7101306775,1940,Rent,0,0,$226043,caleb.myer189@hotmail.com
957,Muhammad Morgan,"25865 Fourth St., Spring Valley, Nevada",9731168699,1995,Rent,0,0,$31094,muhammad-morgan64@gmail.com
958,Zoe Garcia,"31510 Ninth Blvd., Apt 6194, Paradise, Nevada",7793725025,1990,Own,0,2,$224988,zoe-garcia792@protonmail.com
959,Josiah Nguyen,"23627 Cedar Dr., East Los Angeles, California",3623795172,2008,N/A,0,0,0,josiahnguyen399@hotmail.com
960,Lily Robinson,"1176 Tenth Dr., East Los Angeles, California",8797908557,1966,Own,0,0,$195765,lily.robinson827@yahoo.com
961,Mila Rivera,"7328 Oak Place, Sunrise Manor, Nevada",8585814806,2002,Rent,0,0,$199022,milarivera744@hotmail.com
962,Aiden Lopez,"11646 Tenth Place, Metairie, Louisiana",8049743900,1985,Own,0,0,$205877,aide.lope525@outlook.com
963,Penelope Johnson,"20483 Third Ln., Apt 4859, Spring Valley, Nevada",8076758317,1999,Own,0,4,$77313,penelope_johnson30@protonmail.com
964,Abigail Roberts,"21120 Ninth Ave, Apt 7707, Metairie, Louisiana",2420777019,1982,Own,0,2,$153250,abigail-robert199@gmail.com
965,Luca Smith,"24131 Oak Ave, Apt 9529, East Los Angeles, California",3961512024,1946,Rent,0,0,$60461,luca.smith43@protonmail.com
966,Zoe Sanchez,"25238 Oak Blvd., Arlington, Virginia",3452198760,2021,N/A,0,0,0,zoe.sanche894@gmail.com
967,Daniel Bennett,"12353 Seventh St., East Los Angeles, California",8463325755,1997,Own,0,0,$173304,daniel-bennet890@outlook.com
968,Nova Evans,"31728 Third Dr., Apt 743, Spring Valley, Nevada",7174612247,2019,N/A,0,0,0,novaevans437@gmail.com
969,Isabella Kelly,"19511 Ninth Place, Apt 289, Brandon, Florida",5575051251,1990,Own,0,0,$39141,isabellkelly792@outlook.com
970,Jayden Morales,"4928 First Blvd., Enterprise, Nevada",5334200123,1975,Own,0,0,$150406,jaydenmorale94@aol.com
971,Josiah Fisher,"5590 Park Ln., Apt 8694, Spring Valley, Nevada",5409049744,1928,Rent,0,0,$72616,josiah.fisher611@protonmail.com
972,Lincoln Torres,"28210 Cedar Blvd., Brandon, Florida",2457195175,1936,Own,0,0,$230716,lincoln-torre366@protonmail.com
973,Mila Long,"21568 Cedar Ave, Apt 9519, Sunrise Manor, Nevada",4213318467,2017,N/A,0,0,0,milalon569@aol.com
974,Ezra Edwards,"31134 Ninth St., Paradise, Nevada",6727061454,1944,Own,0,1,$47080,ezraedward169@gmail.com
975,Emily Torres,"12334 First Place, Apt 2196, Arlington, Virginia",8116486380,1968,Rent,0,2,$117112,emil.torres33@outlook.com
976,Eliana Campbell,"1266 Fourth Ave, Apt 9257, Metairie, Louisiana",6847905624,2000,Own,0,0,$32570,eliana-campbell839@yahoo.com
977,Penelope Long,"10045 Cedar Ave, Brandon, Florida",2955914103,2006,N/A,0,0,0,penelope.lon905@hotmail.com
978,Jace Harris,"17453 Cedar Dr., Apt 2918, East Los Angeles, California",7987669775,1940,Rent,0,2,$241192,jacharri491@aol.com
979,Ethan Brown,"9565 Fifth Ave, Enterprise, Nevada",4169905220,1951,Rent,0,0,$91712,ethabrown131@protonmail.com
980,Colton Cox,"10194 First St., Apt 7110, East Los Angeles, California",5807622735,1955,Own,0,0,$57940,coltoco706@yahoo.com
981,Levi Kelly,"19528 Cedar Ln., Apt 6127, Spring Valley, Nevada",9768322309,1991,Rent,0,0,$50320,lev-kell689@outlook.com
982,Ariana Young,"17454 Second Ln., Brandon, Florida",3568003443,2005,N/A,0,0,$215759,arian.young75@hotmail.com
983,Ariana James,"28076 Seventh Place, Apt 9236, Paradise, Nevada",7261793660,1978,Own,0,0,$231086,ariana_james592@outlook.com
984,Colton Harris,"14945 Cedar Place, Brandon, Florida",4760364863,1983,Rent,0,0,$153747,colton-harris521@hotmail.com
985,Peyton Cox,"9553 Cedar St., Apt 2452, Spring Valley, Nevada",4496000498,1956,Rent,0,4,$113382,peyto.co238@outlook.com
986,Ava Campbell,"28683 Cedar Blvd., Paradise, Nevada",5765817953,1946,Rent,0,0,$107020,avcampbel649@protonmail.com
987,Peyton Roberts,"30507 Seventh St., Apt 5202, Spring Valley, Nevada",2849986407,1951,Own,1,0,$28322,peytonroberts421@hotmail.com
988,Noah Reed,"1503 Fifth Ave, Spring Valley, Nevada",5433941601,1925,Rent,0,0,$217014,noa-ree306@aol.com
989,Evelyn Bell,"3333 Oak Ave, Enterprise, Nevada",8361290004,1943,Rent,0,0,$183920,evelynbel359@gmail.com
990,Leah Clark,"25858 Park Blvd., Brandon, Florida",9159997764,1989,Rent,0,0,$108111,lea.clar53@aol.com
991,Luna Walker,"21420 Cedar Dr., Apt 1399, Brandon, Florida",3050424390,1944,Rent,1,0,$150138,lun-walke265@hotmail.com
992,Lincoln Garcia,"6813 Tenth Ln., Enterprise, Nevada",5698355321,1946,Rent,0,0,$73918,lincol-garci212@outlook.com
993,Emily Morales,"25075 Ninth Place, Brandon, Florida",2321202991,1940,Own,0,0,$30984,emil.morales612@aol.com
994,Michael Gomez,"31302 Ninth St., Apt 3577, Spring Valley, Nevada",4497478381,2010,N/A,0,0,0,michael.gome919@yahoo.com
995,Isaiah Bailey,"2132 Oak Ave, Metairie, Louisiana",9883880584,1980,Rent,1,0,$17556,isaiahbailey745@gmail.com
996,Layla Nguyen,"22626 Eighth Ave, Spring Valley, Nevada",8371472551,1934,Rent,0,0,$26523,laylanguye20@hotmail.com
997,Aubrey Cook,"24604 Fifth Blvd., Apt 6289, Spring Valley, Nevada",4420106910,1988,Rent,0,0,$90614,aubre_cook144@hotmail.com
998,Ethan Bailey,"32730 Third Blvd., Apt 1618, Metairie, Louisiana",2861008872,1995,Rent,0,0,$80932,ethan.baile812@protonmail.com
999,Elijah Morales,"20002 Fourth Ave, Apt 1794, Paradise, Nevada",3129880626,1960,Rent,0,0,$155631,elijamorale228@protonmail.com
